Tag7,,Tag3,
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
44.1,good,1,good
44.2,good,1,good
44.2,good,1,good
44.3,good,1,good
44.6,good,1,good
45,good,1,good
45.2,good,1,good
45.6,good,1,good
45.7,good,1,good
45.9,good,1,good
46.1,good,1,good
46.3,good,1,good
46.7,good,1,good
46.7,good,1,good
46.9,good,1,good
47.1,good,1,good
47.1,good,1,good
47,good,1,good
47.2,good,1,good
47.2,good,1,good
47.4,good,1,good
47.4,good,1,good
47.4,good,1,good
47.5,good,1,good
47.5,good,1,good
47.5,good,1,good
47.6,good,1,good
47.5,good,1,good
47.6,good,1,good
47.6,good,1,good
47.5,good,1,good
47.6,good,1,good
47.5,good,1,good
47.6,good,1,good
47.6,good,1,good
47.7,good,1,good
47.5,good,1,good
47.6,good,1,good
47.7,good,1,good
47.6,good,1,good
47.6,good,1,good
47.6,good,1,good
47.6,good,1,good
47.6,good,1,good
47.6,good,1,good
47.5,good,1,good
47.6,good,1,good
47.6,good,1,good
47.6,good,1,good
47.6,good,1,good
47.5,good,1,good
47.5,good,1,good
47.5,good,1,good
47.5,good,1,good
47.5,good,1,good
47.4,good,1,good
47.6,good,1,good
47.4,good,1,good
47.4,good,1,good
47.4,good,1,good
47.4,good,1,good
47.3,good,1,good
47.3,good,1,good
47.3,good,1,good
47.3,good,1,good
47.1,good,1,good
47.2,good,1,good
47.2,good,1,good
47.2,good,1,good
47.2,good,1,good
47.2,good,1,good
47,good,1,good
47.1,good,1,good
47,good,1,good
47,good,1,good
46.9,good,1,good
46.9,good,1,good
47,good,1,good
46.8,good,1,good
46.9,good,1,good
46.9,good,1,good
46.8,good,1,good
46.9,good,1,good
46.8,good,1,good
46.8,good,1,good
46.8,good,1,good
46.8,good,1,good
46.8,good,1,good
46.7,good,1,good
46.7,good,1,good
46.7,good,1,good
46.7,good,1,good
46.5,good,1,good
46.6,good,1,good
46.6,good,1,good
46.6,good,1,good
46.5,good,1,good
46.6,good,1,good
46.5,good,1,good
46.5,good,1,good
46.5,good,1,good
46.4,good,1,good
46.6,good,1,good
46.4,good,1,good
46.5,good,1,good
46.4,good,1,good
46.4,good,1,good
46.3,good,1,good
46.4,good,1,good
46.2,good,1,good
46.3,good,1,good
46.4,good,1,good
46.3,good,1,good
46.3,good,1,good
46.4,good,1,good
46.4,good,1,good
46.4,good,1,good
46.5,good,1,good
46.5,good,1,good
46.4,good,1,good
46.5,good,1,good
46.9,good,1,good
46.9,good,1,good
47.3,good,1,good
47.5,good,1,good
48.2,good,1,good
50.2,good,1,good
50.2,good,1,good
50.8,good,1,good
51.2,good,1,good
52,good,1,good
52.3,good,1,good
52.7,good,1,good
53.1,good,1,good
53.6,good,1,good
53.9,good,1,good
54.6,good,1,good
54.9,good,1,good
55.1,good,1,good
55.5,good,1,good
55.7,good,1,good
55.9,good,1,good
56.3,good,1,good
56.6,good,1,good
56.8,good,1,good
56.8,good,1,good
56.9,good,1,good
57.3,good,1,good
57.5,good,1,good
57.6,good,1,good
57.8,good,1,good
57.8,good,1,good
58.1,good,1,good
57.8,good,1,good
58.1,good,1,good
58.3,good,1,good
58.7,good,1,good
58.6,good,1,good
58.6,good,1,good
58.8,good,1,good
59.1,good,1,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
55.7,good,1,good
55.8,good,1,good
56.2,good,1,good
56.4,good,1,good
56.7,good,1,good
56.8,good,1,good
57,good,1,good
57.3,good,1,good
57.4,good,1,good
57.6,good,1,good
57.7,good,1,good
57.7,good,1,good
57.9,good,1,good
58.1,good,1,good
58.1,good,1,good
58.3,good,1,good
58.2,good,1,good
58.3,good,1,good
58.3,good,1,good
58.4,good,1,good
58.3,good,1,good
58.3,good,1,good
58.2,good,1,good
58.2,good,1,good
58.3,good,1,good
58.4,good,1,good
58.4,good,1,good
58.3,good,1,good
58.3,good,1,good
58.5,good,1,good
58.2,good,1,good
58.3,good,1,good
58.3,good,1,good
58.4,good,1,good
58.3,good,1,good
58.1,good,1,good
58.3,good,1,good
58.1,good,1,good
58.2,good,1,good
58.3,good,1,good
58.1,good,1,good
58.2,good,1,good
58.3,good,1,good
58.1,good,1,good
58.1,good,1,good
58.1,good,1,good
57.9,good,1,good
58.1,good,1,good
57.9,good,1,good
58.2,good,1,good
58,good,1,good
58.1,good,1,good
58,good,1,good
58,good,1,good
58,good,1,good
58.1,good,1,good
57.9,good,1,good
57.9,good,1,good
58,good,1,good
58,good,1,good
57.9,good,1,good
57.9,good,1,good
57.9,good,1,good
57.7,good,1,good
57.8,good,1,good
57.7,good,1,good
57.7,good,1,good
57.7,good,1,good
57.7,good,1,good
57.5,good,1,good
57.7,good,1,good
57.5,good,1,good
57.6,good,1,good
57.4,good,1,good
57.4,good,1,good
57.4,good,1,good
57.3,good,1,good
57.2,good,1,good
57.4,good,1,good
57.1,good,1,good
57.2,good,1,good
57.1,good,1,good
57.1,good,1,good
57,good,1,good
57.1,good,1,good
57.1,good,1,good
57,good,1,good
57.1,good,1,good
56.9,good,1,good
57,good,1,good
57,good,1,good
56.8,good,1,good
56.7,good,1,good
56.8,good,1,good
56.9,good,1,good
56.9,good,1,good
56.7,good,1,good
56.8,good,1,good
56.7,good,1,good
56.5,good,1,good
56.6,good,1,good
56.5,good,1,good
56.5,good,1,good
56.5,good,1,good
56.5,good,1,good
56.4,good,1,good
56.4,good,1,good
56.2,good,1,good
56.3,good,1,good
56.2,good,1,good
56.3,good,1,good
56.2,good,1,good
56.2,good,1,good
56.2,good,1,good
56.1,good,1,good
56.2,good,1,good
56.3,good,1,good
56.6,good,1,good
56.6,good,1,good
57,good,1,good
57.2,good,1,good
57.7,good,1,good
59.7,good,1,good
59.7,good,1,good
60.7,good,1,good
60.8,good,1,good
61.7,good,1,good
62.3,good,1,good
62.9,good,1,good
62.9,good,1,good
63.4,good,1,good
63.7,good,1,good
64.9,good,1,good
64.8,good,1,good
65.1,good,1,good
65.2,good,1,good
65.7,good,1,good
66.1,good,1,good
66.3,good,1,good
66.7,good,1,good
66.7,good,1,good
67,good,1,good
67,good,1,good
67.4,good,1,good
67.6,good,1,good
67.6,good,1,good
67.7,good,1,good
68,good,1,good
68.1,good,1,good
68.4,good,1,good
68.5,good,1,good
68.4,good,1,good
68.6,good,1,good
68.7,good,1,good
69.1,good,1,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
49.7,good,1,good
49.4,good,1,good
49.5,good,1,good
49.6,good,1,good
50,good,1,good
50.2,good,1,good
50.5,good,1,good
50.8,good,1,good
51,good,1,good
51.3,good,1,good
51.5,good,1,good
51.6,good,1,good
51.9,good,1,good
52,good,1,good
52.1,good,1,good
52.3,good,1,good
52.3,good,1,good
52.4,good,1,good
52.6,good,1,good
52.4,good,1,good
52.5,good,1,good
52.6,good,1,good
52.7,good,1,good
52.7,good,1,good
52.8,good,1,good
52.7,good,1,good
52.8,good,1,good
52.8,good,1,good
52.9,good,1,good
52.8,good,1,good
52.7,good,1,good
52.8,good,1,good
52.6,good,1,good
52.8,good,1,good
52.8,good,1,good
52.8,good,1,good
52.7,good,1,good
52.9,good,1,good
52.8,good,1,good
52.9,good,1,good
52.8,good,1,good
52.7,good,1,good
52.7,good,1,good
52.7,good,1,good
52.7,good,1,good
52.6,good,1,good
52.8,good,1,good
52.6,good,1,good
52.6,good,1,good
52.7,good,1,good
52.6,good,1,good
52.6,good,1,good
52.7,good,1,good
52.6,good,1,good
52.6,good,1,good
52.6,good,1,good
52.5,good,1,good
52.6,good,1,good
52.6,good,1,good
52.6,good,1,good
52.4,good,1,good
52.5,good,1,good
52.5,good,1,good
52.4,good,1,good
52.4,good,1,good
52.4,good,1,good
52.3,good,1,good
52.3,good,1,good
52.4,good,1,good
52.3,good,1,good
52.4,good,1,good
52.4,good,1,good
52.2,good,1,good
52.3,good,1,good
52.1,good,1,good
52.2,good,1,good
52.1,good,1,good
52.1,good,1,good
51.9,good,1,good
52.1,good,1,good
52.2,good,1,good
52.1,good,1,good
52.3,good,1,good
52.1,good,1,good
52.2,good,1,good
52,good,1,good
52.1,good,1,good
51.8,good,1,good
52,good,1,good
51.8,good,1,good
51.9,good,1,good
52.1,good,1,good
52,good,1,good
52,good,1,good
51.9,good,1,good
52,good,1,good
51.8,good,1,good
51.9,good,1,good
51.9,good,1,good
51.8,good,1,good
51.8,good,1,good
51.9,good,1,good
51.8,good,1,good
51.7,good,1,good
51.8,good,1,good
51.8,good,1,good
51.7,good,1,good
51.7,good,1,good
51.6,good,1,good
51.7,good,1,good
51.7,good,1,good
51.6,good,1,good
51.7,good,1,good
51.6,good,1,good
51.5,good,1,good
51.6,good,1,good
51.6,good,1,good
51.6,good,1,good
51.6,good,1,good
51.8,good,1,good
51.7,good,1,good
51.9,good,1,good
52,good,1,good
52.5,good,1,good
53,good,1,good
53.4,good,1,good
53.4,good,1,good
60,good,1,good
60.2,good,1,good
60.6,good,1,good
61,good,1,good
60.9,good,1,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
70.9,good,2,good
71.3,good,2,good
71.6,good,2,good
72.2,good,2,good
72.5,good,2,good
72.8,good,2,good
73.2,good,2,good
73.5,good,2,good
73.6,good,2,good
74.1,good,2,good
74.3,good,2,good
74.4,good,2,good
74.5,good,2,good
74.6,good,2,good
74.8,good,2,good
74.9,good,2,good
75,good,2,good
75,good,2,good
75.1,good,2,good
75.1,good,2,good
75,good,2,good
75,good,2,good
75.1,good,2,good
75.3,good,2,good
75,good,2,good
75.2,good,2,good
75.1,good,2,good
75.3,good,2,good
75.2,good,2,good
75.2,good,2,good
75.3,good,2,good
75.2,good,2,good
75.1,good,2,good
75.1,good,2,good
75,good,2,good
75.1,good,2,good
75,good,2,good
75,good,2,good
75,good,2,good
75,good,2,good
74.9,good,2,good
74.9,good,2,good
74.9,good,2,good
74.9,good,2,good
74.7,good,2,good
74.8,good,2,good
74.6,good,2,good
74.7,good,2,good
74.6,good,2,good
74.7,good,2,good
74.5,good,2,good
74.5,good,2,good
74.6,good,2,good
74.3,good,2,good
74.3,good,2,good
74.4,good,2,good
74.3,good,2,good
74.3,good,2,good
74.2,good,2,good
74.2,good,2,good
74.1,good,2,good
74.1,good,2,good
73.9,good,2,good
73.9,good,2,good
73.7,good,2,good
73.9,good,2,good
73.9,good,2,good
73.7,good,2,good
73.8,good,2,good
73.6,good,2,good
73.6,good,2,good
73.6,good,2,good
73.6,good,2,good
73.3,good,2,good
73.4,good,2,good
73.3,good,2,good
73.1,good,2,good
73.1,good,2,good
73,good,2,good
72.9,good,2,good
72.9,good,2,good
72.8,good,2,good
72.8,good,2,good
72.7,good,2,good
72.6,good,2,good
72.8,good,2,good
72.7,good,2,good
72.5,good,2,good
72.5,good,2,good
72.4,good,2,good
72.4,good,2,good
72.2,good,2,good
72.2,good,2,good
72.3,good,2,good
72.3,good,2,good
72.1,good,2,good
72.2,good,2,good
71.9,good,2,good
71.9,good,2,good
71.8,good,2,good
71.8,good,2,good
71.8,good,2,good
71.7,good,2,good
71.7,good,2,good
71.7,good,2,good
71.4,good,2,good
71.5,good,2,good
71.5,good,2,good
71.5,good,2,good
71.4,good,2,good
71.3,good,2,good
71.1,good,2,good
71.3,good,2,good
71.2,good,2,good
71.2,good,2,good
71,good,2,good
71.1,good,2,good
71.3,good,2,good
71.4,good,2,good
71.5,good,2,good
71.6,good,2,good
72,good,2,good
72.3,good,2,good
73.3,good,2,good
74.3,good,2,good
74.3,good,2,good
74.3,good,2,good
75.7,good,2,good
76.1,good,2,good
76.4,good,2,good
77.3,good,2,good
77.6,good,2,good
77.9,good,2,good
78.4,good,2,good
78.9,good,2,good
79.4,good,2,good
79.7,good,2,good
79.9,good,2,good
80.3,good,2,good
80.8,good,2,good
81.2,good,2,good
81.2,good,2,good
81.7,good,2,good
81.8,good,2,good
82.1,good,2,good
82.1,good,2,good
82.5,good,2,good
82.7,good,2,good
82.8,good,2,good
83.3,good,2,good
83.2,good,2,good
83.4,good,2,good
83.4,good,2,good
83.7,good,2,good
83.9,good,2,good
83.9,good,2,good
84.3,good,2,good
84.5,good,2,good
84.7,good,2,good
84.6,good,2,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
62.2,good,2,good
62.5,good,2,good
62.9,good,2,good
63.2,good,2,good
63.6,good,2,good
64,good,2,good
64.3,good,2,good
64.7,good,2,good
64.9,good,2,good
65.2,good,2,good
65.4,good,2,good
65.7,good,2,good
65.9,good,2,good
66,good,2,good
66,good,2,good
66,good,2,good
66.2,good,2,good
66.3,good,2,good
66.2,good,2,good
66.3,good,2,good
66.2,good,2,good
66.4,good,2,good
66.3,good,2,good
66.4,good,2,good
66.4,good,2,good
66.5,good,2,good
66.6,good,2,good
66.6,good,2,good
66.5,good,2,good
66.5,good,2,good
66.6,good,2,good
66.7,good,2,good
66.4,good,2,good
66.4,good,2,good
66.7,good,2,good
66.5,good,2,good
66.5,good,2,good
66.4,good,2,good
66.7,good,2,good
66.4,good,2,good
66.5,good,2,good
66.4,good,2,good
66.2,good,2,good
66.4,good,2,good
66.5,good,2,good
66.2,good,2,good
66.2,good,2,good
66.3,good,2,good
66.1,good,2,good
66.4,good,2,good
66.2,good,2,good
66.3,good,2,good
66.1,good,2,good
66.1,good,2,good
66.1,good,2,good
66.1,good,2,good
66.1,good,2,good
66,good,2,good
65.8,good,2,good
66,good,2,good
66,good,2,good
65.9,good,2,good
65.8,good,2,good
65.8,good,2,good
65.8,good,2,good
65.8,good,2,good
65.7,good,2,good
65.7,good,2,good
65.7,good,2,good
65.7,good,2,good
65.8,good,2,good
65.4,good,2,good
65.6,good,2,good
65.4,good,2,good
65.5,good,2,good
65.3,good,2,good
65.2,good,2,good
65.2,good,2,good
65.2,good,2,good
65.2,good,2,good
65.1,good,2,good
64.9,good,2,good
65.1,good,2,good
65,good,2,good
64.8,good,2,good
64.9,good,2,good
64.7,good,2,good
64.8,good,2,good
64.8,good,2,good
64.8,good,2,good
64.5,good,2,good
64.7,good,2,good
64.6,good,2,good
64.5,good,2,good
64.4,good,2,good
64.5,good,2,good
64.5,good,2,good
64.5,good,2,good
64.5,good,2,good
64.3,good,2,good
64.3,good,2,good
64.2,good,2,good
64.3,good,2,good
64.2,good,2,good
64.2,good,2,good
64,good,2,good
64.1,good,2,good
63.9,good,2,good
64.1,good,2,good
64,good,2,good
64,good,2,good
63.7,good,2,good
64,good,2,good
63.9,good,2,good
63.9,good,2,good
63.6,good,2,good
63.8,good,2,good
63.8,good,2,good
64,good,2,good
64.1,good,2,good
64.2,good,2,good
64.6,good,2,good
65.1,good,2,good
65.5,good,2,good
66.3,good,2,good
66.3,good,2,good
66.3,good,2,good
67.5,good,2,good
67.6,good,2,good
68.5,good,2,good
68.8,good,2,good
69.5,good,2,good
70.1,good,2,good
70.6,good,2,good
70.8,good,2,good
71.5,good,2,good
71.9,good,2,good
72.3,good,2,good
72.7,good,2,good
72.9,good,2,good
73.3,good,2,good
73.6,good,2,good
74.1,good,2,good
74.1,good,2,good
74.3,good,2,good
74.8,good,2,good
74.9,good,2,good
75.1,good,2,good
75.2,good,2,good
75.4,good,2,good
75.6,good,2,good
75.8,good,2,good
76,good,2,good
76.2,good,2,good
76.5,good,2,good
76.8,good,2,good
76.8,good,2,good
77.1,good,2,good
77.1,good,2,good
77.9,good,2,good
77.9,good,2,good
77.9,good,2,good
78.1,good,2,good
77.5,good,2,good
77.3,good,2,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
70.7,good,2,good
70.9,good,2,good
71.2,good,2,good
71.6,good,2,good
72,good,2,good
72.4,good,2,good
72.7,good,2,good
73,good,2,good
73.2,good,2,good
73.5,good,2,good
73.8,good,2,good
74,good,2,good
74.1,good,2,good
74.5,good,2,good
74.1,good,2,good
74.5,good,2,good
74.5,good,2,good
74.7,good,2,good
74.5,good,2,good
74.7,good,2,good
74.8,good,2,good
74.9,good,2,good
74.7,good,2,good
74.9,good,2,good
75.1,good,2,good
74.9,good,2,good
75,good,2,good
75,good,2,good
74.9,good,2,good
74.9,good,2,good
75,good,2,good
74.9,good,2,good
75,good,2,good
75,good,2,good
75,good,2,good
74.9,good,2,good
75,good,2,good
74.8,good,2,good
75,good,2,good
74.9,good,2,good
74.7,good,2,good
75,good,2,good
74.8,good,2,good
74.9,good,2,good
74.7,good,2,good
74.8,good,2,good
74.9,good,2,good
74.6,good,2,good
74.7,good,2,good
74.7,good,2,good
74.4,good,2,good
74.6,good,2,good
74.5,good,2,good
74.6,good,2,good
74.3,good,2,good
74.6,good,2,good
74.6,good,2,good
74.4,good,2,good
74.4,good,2,good
74.4,good,2,good
74.3,good,2,good
74.3,good,2,good
74.2,good,2,good
74.1,good,2,good
74.2,good,2,good
74,good,2,good
74,good,2,good
73.9,good,2,good
73.9,good,2,good
73.9,good,2,good
73.9,good,2,good
73.7,good,2,good
73.9,good,2,good
73.6,good,2,good
73.7,good,2,good
73.5,good,2,good
73.5,good,2,good
73.6,good,2,good
73.6,good,2,good
73.5,good,2,good
73.4,good,2,good
73.5,good,2,good
73.2,good,2,good
73.3,good,2,good
73.3,good,2,good
73.4,good,2,good
73.1,good,2,good
73.2,good,2,good
73.1,good,2,good
73.1,good,2,good
73.2,good,2,good
73.1,good,2,good
73,good,2,good
72.9,good,2,good
73,good,2,good
72.9,good,2,good
72.8,good,2,good
72.7,good,2,good
72.6,good,2,good
72.7,good,2,good
72.7,good,2,good
72.6,good,2,good
72.5,good,2,good
72.6,good,2,good
72.5,good,2,good
72.4,good,2,good
72.4,good,2,good
72.4,good,2,good
72.6,good,2,good
72.3,good,2,good
72.2,good,2,good
72.4,good,2,good
72.2,good,2,good
72.3,good,2,good
72.1,good,2,good
72.1,good,2,good
72.4,good,2,good
72.4,good,2,good
72.7,good,2,good
72.7,good,2,good
72.6,good,2,good
72.8,good,2,good
73.2,good,2,good
74,good,2,good
74.4,good,2,good
74.4,good,2,good
74.4,good,2,good
74.4,good,2,good
75.5,good,2,good
75.9,good,2,good
76,good,2,good
76.5,good,2,good
76.9,good,2,good
77,good,2,good
77.7,good,2,good
78.1,good,2,good
78.5,good,2,good
78.8,good,2,good
78.8,good,2,good
79.5,good,2,good
79.8,good,2,good
79.9,good,2,good
80.1,good,2,good
80.2,good,2,good
80.5,good,2,good
80.6,good,2,good
80.9,good,2,good
80.8,good,2,good
80.8,good,2,good
81.4,good,2,good
81.7,good,2,good
81.9,good,2,good
81.8,good,2,good
81.9,good,2,good
82.2,good,2,good
82.4,good,2,good
82.3,good,2,good
82.6,good,2,good
82.9,good,2,good
82.8,good,2,good
83.1,good,2,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
64.4,good,2,good
64.8,good,2,good
65.2,good,2,good
65.4,good,2,good
65.8,good,2,good
66.2,good,2,good
66.7,good,2,good
67,good,2,good
67.1,good,2,good
67.5,good,2,good
67.7,good,2,good
67.8,good,2,good
67.9,good,2,good
68.2,good,2,good
68.3,good,2,good
68.4,good,2,good
68.5,good,2,good
68.5,good,2,good
68.5,good,2,good
68.7,good,2,good
68.6,good,2,good
68.5,good,2,good
68.6,good,2,good
68.7,good,2,good
68.5,good,2,good
69,good,2,good
68.9,good,2,good
68.9,good,2,good
68.8,good,2,good
68.9,good,2,good
69,good,2,good
69,good,2,good
68.9,good,2,good
69,good,2,good
68.9,good,2,good
69,good,2,good
69,good,2,good
69.1,good,2,good
69,good,2,good
69.1,good,2,good
69.2,good,2,good
68.9,good,2,good
69,good,2,good
69.1,good,2,good
69.1,good,2,good
69.1,good,2,good
69.2,good,2,good
69.1,good,2,good
69,good,2,good
69,good,2,good
69,good,2,good
68.9,good,2,good
68.9,good,2,good
68.9,good,2,good
68.9,good,2,good
68.9,good,2,good
68.9,good,2,good
68.7,good,2,good
68.9,good,2,good
68.7,good,2,good
68.8,good,2,good
68.7,good,2,good
68.9,good,2,good
68.8,good,2,good
68.7,good,2,good
68.7,good,2,good
68.6,good,2,good
68.6,good,2,good
68.7,good,2,good
68.5,good,2,good
68.7,good,2,good
68.6,good,2,good
68.6,good,2,good
68.5,good,2,good
68.6,good,2,good
68.4,good,2,good
68.4,good,2,good
68.4,good,2,good
68.5,good,2,good
68.5,good,2,good
68.4,good,2,good
68.3,good,2,good
68.3,good,2,good
68.2,good,2,good
68.3,good,2,good
68.3,good,2,good
68.2,good,2,good
68.3,good,2,good
68.3,good,2,good
68.1,good,2,good
68,good,2,good
68.3,good,2,good
68.3,good,2,good
68.2,good,2,good
68.3,good,2,good
68.1,good,2,good
68,good,2,good
68.1,good,2,good
68,good,2,good
68.1,good,2,good
68.1,good,2,good
68.2,good,2,good
68.2,good,2,good
68.3,good,2,good
68.1,good,2,good
68.2,good,2,good
68,good,2,good
68.1,good,2,good
68,good,2,good
68.2,good,2,good
68.1,good,2,good
68.2,good,2,good
68,good,2,good
68,good,2,good
68.2,good,2,good
68,good,2,good
68.2,good,2,good
68.2,good,2,good
68.4,good,2,good
68.5,good,2,good
68.6,good,2,good
69.1,good,2,good
69.5,good,2,good
69.9,good,2,good
70.5,good,2,good
70.5,good,2,good
70.5,good,2,good
71.3,good,2,good
71.9,good,2,good
72.4,good,2,good
73,good,2,good
73.4,good,2,good
73.9,good,2,good
74.2,good,2,good
74.6,good,2,good
75.3,good,2,good
75.5,good,2,good
75.8,good,2,good
76.1,good,2,good
76.6,good,2,good
76.6,good,2,good
77,good,2,good
77.3,good,2,good
77.2,good,2,good
77.3,good,2,good
77.5,good,2,good
77.7,good,2,good
77.8,good,2,good
78.3,good,2,good
78,good,2,good
78.5,good,2,good
78.5,good,2,good
78.7,good,2,good
78.6,good,2,good
78.7,good,2,good
79.2,good,2,good
79.3,good,2,good
79.2,good,2,good
79.4,good,2,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
0,good,0,good
62.5,good,2,good
62.8,good,2,good
63.4,good,2,good
63.6,good,2,good
63.8,good,2,good
64,good,2,good
64.3,good,2,good
64.3,good,2,good
64.5,good,2,good
64.7,good,2,good
64.7,good,2,good
64.8,good,2,good
65,good,2,good
65.1,good,2,good
65.2,good,2,good
65.2,good,2,good
65.3,good,2,good
65.2,good,2,good
65.3,good,2,good
65.2,good,2,good
65.2,good,2,good
65.1,good,2,good
65.2,good,2,good
65,good,2,good
65.2,good,2,good
65.2,good,2,good
65.3,good,2,good
65.2,good,2,good
65.1,good,2,good
65.1,good,2,good
65,good,2,good
64.9,good,2,good
64.8,good,2,good
64.9,good,2,good
